id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W4-078,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR3 — Odd One Out and Classification,rotation-invariant landmark relation,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,,Wave 4 Classification Set 3: Which figure breaks the common rule?,[visual choice],[visual choice],[visual choice],[visual choice],B,Three options preserve the same marker-to-body relationship under rotation; one changes it.,,"Compare relative position, not absolute orientation.",80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-079,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR3 — Odd One Out and Classification,rotation-invariant landmark relation,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,,Wave 4 Classification Set 4: Which figure breaks the common rule?,[visual choice],[visual choice],[visual choice],[visual choice],C,Three options preserve the same marker-to-body relationship under rotation; one changes it.,,"Compare relative position, not absolute orientation.",80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-080,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR3 — Odd One Out and Classification,rotation-invariant landmark relation,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,,Wave 4 Classification Set 5: Which figure breaks the common rule?,[visual choice],[visual choice],[visual choice],[visual choice],D,Three options preserve the same marker-to-body relationship under rotation; one changes it.,,"Compare relative position, not absolute orientation.",80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-081,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR3 — Odd One Out and Classification,rotation-invariant landmark relation,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,,Wave 4 Classification Set 6: Which figure breaks the common rule?,[visual choice],[visual choice],[visual choice],[visual choice],A,Three options preserve the same marker-to-body relationship under rotation; one changes it.,,"Compare relative position, not absolute orientation.",80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-082,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR3 — Odd One Out and Classification,rotation-invariant landmark relation,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,,Wave 4 Classification Set 7: Which figure breaks the common rule?,[visual choice],[visual choice],[visual choice],[visual choice],B,Three options preserve the same marker-to-body relationship under rotation; one changes it.,,"Compare relative position, not absolute orientation.",80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-083,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR3 — Odd One Out and Classification,rotation-invariant landmark relation,NVR-ROT,Analysis/Evaluation,Moderate,Premium,English,,Wave 4 Classification Set 8: Which figure breaks the common rule?,[visual choice],[visual choice],[visual choice],[visual choice],C,Three options preserve the same marker-to-body relationship under rotation; one changes it.,,"Compare relative position, not absolute orientation.",80,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-084,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR4 — Paper Folding and Hole Punching,reflection across fold lines,NVR-FOLD,Multi-step Application,Moderate,Free,English,W4-NVRFOLD-030,Wave 4 Folding Set 1: Which pattern appears after complete unfolding?,[visual choice],[visual choice],[visual choice],[visual choice],D,Each unfolded crease reflects every existing hole across that fold line.,,Undo folds in reverse order.,105,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-085,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR4 — Paper Folding and Hole Punching,reflection across fold lines,NVR-FOLD,Multi-step Application,Moderate,Premium,English,W4-NVRFOLD-031,Wave 4 Folding Set 2: Which pattern appears after complete unfolding?,[visual choice],[visual choice],[visual choice],[visual choice],A,Each unfolded crease reflects every existing hole across that fold line.,,Undo folds in reverse order.,105,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-086,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR4 — Paper Folding and Hole Punching,reflection across fold lines,NVR-FOLD,Multi-step Application,Moderate,Premium,English,W4-NVRFOLD-032,Wave 4 Folding Set 3: Which pattern appears after complete unfolding?,[visual choice],[visual choice],[visual choice],[visual choice],B,Each unfolded crease reflects every existing hole across that fold line.,,Undo folds in reverse order.,105,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-087,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR4 — Paper Folding and Hole Punching,reflection across fold lines,NVR-FOLD,Multi-step Application,Moderate,Premium,English,W4-NVRFOLD-033,Wave 4 Folding Set 4: Which pattern appears after complete unfolding?,[visual choice],[visual choice],[visual choice],[visual choice],C,Each unfolded crease reflects every existing hole across that fold line.,,Undo folds in reverse order.,105,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-088,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR4 — Paper Folding and Hole Punching,reflection across fold lines,NVR-FOLD,Multi-step Application,Moderate,Premium,English,W4-NVRFOLD-034,Wave 4 Folding Set 5: Which pattern appears after complete unfolding?,[visual choice],[visual choice],[visual choice],[visual choice],D,Each unfolded crease reflects every existing hole across that fold line.,,Undo folds in reverse order.,105,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-089,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR4 — Paper Folding and Hole Punching,reflection across fold lines,NVR-FOLD,Multi-step Application,Moderate,Premium,English,W4-NVRFOLD-035,Wave 4 Folding Set 6: Which pattern appears after complete unfolding?,[visual choice],[visual choice],[visual choice],[visual choice],A,Each unfolded crease reflects every existing hole across that fold line.,,Undo folds in reverse order.,105,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-090,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR4 — Paper Folding and Hole Punching,reflection across fold lines,NVR-FOLD,Multi-step Application,Moderate,Premium,English,W4-NVRFOLD-036,Wave 4 Folding Set 7: Which pattern appears after complete unfolding?,[visual choice],[visual choice],[visual choice],[visual choice],B,Each unfolded crease reflects every existing hole across that fold line.,,Undo folds in reverse order.,105,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-091,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR4 — Paper Folding and Hole Punching,reflection across fold lines,NVR-FOLD,Multi-step Application,Moderate,Premium,English,W4-NVRFOLD-037,Wave 4 Folding Set 8: Which pattern appears after complete unfolding?,[visual choice],[visual choice],[visual choice],[visual choice],C,Each unfolded crease reflects every existing hole across that fold line.,,Undo folds in reverse order.,105,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-092,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR5 — Cube Nets and Solid Rotation,opposite faces after folding,NVR-VIEW,Multi-step Application,Moderate,Free,English,W4-NVRCUBE-038,Wave 4 Cube-Net Set 1: Which face becomes opposite face I?,H,J,K,G,D,Folding the valid net places face G opposite face I.,,Track face normals through successive 90° folds.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-093,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR5 — Cube Nets and Solid Rotation,opposite faces after folding,NVR-VIEW,Multi-step Application,Moderate,Premium,English,W4-NVRCUBE-039,Wave 4 Cube-Net Set 2: Which face becomes opposite face J?,G,I,K,H,A,Folding the valid net places face G opposite face J.,,Track face normals through successive 90° folds.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-094,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR5 — Cube Nets and Solid Rotation,opposite faces after folding,NVR-VIEW,Multi-step Application,Moderate,Premium,English,W4-NVRCUBE-040,Wave 4 Cube-Net Set 3: Which face becomes opposite face K?,J,H,G,I,B,Folding the valid net places face H opposite face K.,,Track face normals through successive 90° folds.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-095,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR5 — Cube Nets and Solid Rotation,opposite faces after folding,NVR-VIEW,Multi-step Application,Moderate,Premium,English,W4-NVRCUBE-041,Wave 4 Cube-Net Set 4: Which face becomes opposite face L?,G,H,I,J,C,Folding the valid net places face I opposite face L.,,Track face normals through successive 90° folds.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-096,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR5 — Cube Nets and Solid Rotation,cyclic face movement around a visible vertex,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRSOLID-042,Wave 4 Solid-Rotation Set 1: The three visible faces cycle around their common corner. Which view is possible?,[visual choice],[visual choice],[visual choice],[visual choice],D,A proper cube rotation cyclically permutes the visible faces without reversing their order.,,Proper rotations preserve cyclic order around a vertex.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-097,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR5 — Cube Nets and Solid Rotation,cyclic face movement around a visible vertex,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRSOLID-043,Wave 4 Solid-Rotation Set 2: The three visible faces cycle around their common corner. Which view is possible?,[visual choice],[visual choice],[visual choice],[visual choice],A,A proper cube rotation cyclically permutes the visible faces without reversing their order.,,Proper rotations preserve cyclic order around a vertex.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-098,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR5 — Cube Nets and Solid Rotation,cyclic face movement around a visible vertex,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRSOLID-044,Wave 4 Solid-Rotation Set 3: The three visible faces cycle around their common corner. Which view is possible?,[visual choice],[visual choice],[visual choice],[visual choice],B,A proper cube rotation cyclically permutes the visible faces without reversing their order.,,Proper rotations preserve cyclic order around a vertex.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-099,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR5 — Cube Nets and Solid Rotation,cyclic face movement around a visible vertex,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRSOLID-045,Wave 4 Solid-Rotation Set 4: The three visible faces cycle around their common corner. Which view is possible?,[visual choice],[visual choice],[visual choice],[visual choice],C,A proper cube rotation cyclically permutes the visible faces without reversing their order.,,Proper rotations preserve cyclic order around a vertex.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-100,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR6 — Block Counting and Orthographic Views,total cubes from column heights,NVR-VIEW,Multi-step Application,Easy,Free,English,W4-NVRBLOCK-046,Wave 4 Block Stack 1: What is the total number of unit cubes?,14,9,16,11,D,The column heights add to 11.,Sum all entries to obtain 11.,Each cell gives one vertical stack height.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-101,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR6 — Block Counting and Orthographic Views,total cubes from column heights,NVR-VIEW,Multi-step Application,Easy,Free,English,W4-NVRBLOCK-047,Wave 4 Block Stack 2: What is the total number of unit cubes?,12,10,17,15,A,The column heights add to 12.,Sum all entries to obtain 12.,Each cell gives one vertical stack height.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-102,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR6 — Block Counting and Orthographic Views,total cubes from column heights,NVR-VIEW,Multi-step Application,Easy,Premium,English,W4-NVRBLOCK-048,Wave 4 Block Stack 3: What is the total number of unit cubes?,21,16,19,14,B,The column heights add to 16.,Sum all entries to obtain 16.,Each cell gives one vertical stack height.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-103,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR6 — Block Counting and Orthographic Views,total cubes from column heights,NVR-VIEW,Multi-step Application,Easy,Premium,English,W4-NVRBLOCK-049,Wave 4 Block Stack 4: What is the total number of unit cubes?,16,11,13,18,C,The column heights add to 13.,Sum all entries to obtain 13.,Each cell gives one vertical stack height.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-104,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR6 — Block Counting and Orthographic Views,total cubes from column heights,NVR-VIEW,Multi-step Application,Easy,Premium,English,W4-NVRBLOCK-050,Wave 4 Block Stack 5: What is the total number of unit cubes?,15,10,17,12,D,The column heights add to 12.,Sum all entries to obtain 12.,Each cell gives one vertical stack height.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-105,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR6 — Block Counting and Orthographic Views,total cubes from column heights,NVR-VIEW,Multi-step Application,Easy,Premium,English,W4-NVRBLOCK-051,Wave 4 Block Stack 6: What is the total number of unit cubes?,12,10,17,15,A,The column heights add to 12.,Sum all entries to obtain 12.,Each cell gives one vertical stack height.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-106,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR6 — Block Counting and Orthographic Views,total cubes from column heights,NVR-VIEW,Multi-step Application,Easy,Premium,English,W4-NVRBLOCK-052,Wave 4 Block Stack 7: What is the total number of unit cubes?,17,12,15,10,B,The column heights add to 12.,Sum all entries to obtain 12.,Each cell gives one vertical stack height.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-107,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR6 — Block Counting and Orthographic Views,total cubes from column heights,NVR-VIEW,Multi-step Application,Easy,Premium,English,W4-NVRBLOCK-053,Wave 4 Block Stack 8: What is the total number of unit cubes?,21,16,18,23,C,The column heights add to 18.,Sum all entries to obtain 18.,Each cell gives one vertical stack height.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-108,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR7 — Piece Assembly and Tangram Logic,compatible edge assembly,NVR-VIEW,Analysis/Evaluation,Moderate,Free,English,W4-NVRPIECE-054,Wave 4 Piece Assembly 1: Which complete form can be made using all pieces without overlap?,a regular pentagon,a curved shape,a circle,a larger parallelogram,D,The boundaries and total areas allow the pieces to form a larger parallelogram.,,Match equal edges and preserve total area.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-109,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR7 — Piece Assembly and Tangram Logic,compatible edge assembly,NVR-VIEW,Analysis/Evaluation,Moderate,Premium,English,W4-NVRPIECE-055,Wave 4 Piece Assembly 2: Which complete form can be made using all pieces without overlap?,a square,a curved shape,a circle,a regular pentagon,A,The boundaries and total areas allow the pieces to form a square.,,Match equal edges and preserve total area.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-110,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR7 — Piece Assembly and Tangram Logic,compatible edge assembly,NVR-VIEW,Analysis/Evaluation,Moderate,Premium,English,W4-NVRPIECE-056,Wave 4 Piece Assembly 3: Which complete form can be made using all pieces without overlap?,a circle,a semicircle,a regular pentagon,a curved shape,B,The boundaries and total areas allow the pieces to form a semicircle.,,Match equal edges and preserve total area.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-111,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR7 — Piece Assembly and Tangram Logic,compatible edge assembly,NVR-VIEW,Analysis/Evaluation,Moderate,Premium,English,W4-NVRPIECE-057,Wave 4 Piece Assembly 4: Which complete form can be made using all pieces without overlap?,a circle,a regular pentagon,a larger trapezoid,a curved shape,C,The boundaries and total areas allow the pieces to form a larger trapezoid.,,Match equal edges and preserve total area.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-112,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR7 — Piece Assembly and Tangram Logic,compatible edge assembly,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRPIECE-058,Wave 4 Piece Assembly 5: Which complete form can be made using all pieces without overlap?,a regular pentagon,a curved shape,a circle,a larger rectangle,D,The boundaries and total areas allow the pieces to form a larger rectangle.,,Match equal edges and preserve total area.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-113,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR7 — Piece Assembly and Tangram Logic,compatible edge assembly,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRPIECE-059,Wave 4 Piece Assembly 6: Which complete form can be made using all pieces without overlap?,a cube net,a curved shape,a circle,a regular pentagon,A,The boundaries and total areas allow the pieces to form a cube net.,,Match equal edges and preserve total area.,95,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-114,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR8 — Navigation and Rule-Following,coordinate route tracking,NVR-PATH,Multi-step Application,Easy,Free,English,W4-NVRPATH-060,"Wave 4 Grid Route 1: What endpoint is reached, written as (horizontal, vertical)?","(0, 5)","(4, 3)","(3, 4)","(5, 2)",B,"The route terminates at (4, 3).",,Update one coordinate at a time.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-115,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR8 — Navigation and Rule-Following,coordinate route tracking,NVR-PATH,Multi-step Application,Easy,Premium,English,W4-NVRPATH-061,"Wave 4 Grid Route 2: What endpoint is reached, written as (horizontal, vertical)?","(2, 1)","(0, 3)","(1, 2)","(4, 4)",C,"The route terminates at (1, 2).",,Update one coordinate at a time.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-116,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR8 — Navigation and Rule-Following,coordinate route tracking,NVR-PATH,Multi-step Application,Easy,Premium,English,W4-NVRPATH-062,"Wave 4 Grid Route 3: What endpoint is reached, written as (horizontal, vertical)?","(2, 5)","(4, 3)","(6, 1)","(5, 2)",D,"The route terminates at (5, 2).",,Update one coordinate at a time.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-117,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR8 — Navigation and Rule-Following,coordinate route tracking,NVR-PATH,Multi-step Application,Easy,Premium,English,W4-NVRPATH-063,"Wave 4 Grid Route 4: What endpoint is reached, written as (horizontal, vertical)?","(3, 3)","(4, 2)","(6, 5)","(2, 4)",A,"The route terminates at (3, 3).",,Update one coordinate at a time.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-118,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR8 — Navigation and Rule-Following,coordinate route tracking,NVR-PATH,Multi-step Application,Easy,Premium,English,W4-NVRPATH-064,"Wave 4 Grid Route 5: What endpoint is reached, written as (horizontal, vertical)?","(6, 5)","(3, 3)","(2, 4)","(4, 2)",B,"The route terminates at (3, 3).",,Update one coordinate at a time.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-119,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR8 — Navigation and Rule-Following,coordinate route tracking,NVR-PATH,Multi-step Application,Easy,Premium,English,W4-NVRPATH-065,"Wave 4 Grid Route 6: What endpoint is reached, written as (horizontal, vertical)?","(2, 4)","(4, 2)","(3, 3)","(6, 5)",C,"The route terminates at (3, 3).",,Update one coordinate at a time.,75,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-120,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR9 — Hidden Figures and Spatial Inspection,embedded exact line configuration,NVR-VIEW,Analysis/Evaluation,Difficult,Free,English,W4-NVRHIDDEN-066,Wave 4 Hidden Figure 1: Which option contains the reference figure exactly?,[visual choice],[visual choice],[visual choice],[visual choice],D,"The correct option preserves all line segments, junctions, directions, and endpoints despite extra surrounding lines.",,Trace the exact reference rather than the overall impression.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-121,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR9 — Hidden Figures and Spatial Inspection,embedded exact line configuration,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRHIDDEN-067,Wave 4 Hidden Figure 2: Which option contains the reference figure exactly?,[visual choice],[visual choice],[visual choice],[visual choice],A,"The correct option preserves all line segments, junctions, directions, and endpoints despite extra surrounding lines.",,Trace the exact reference rather than the overall impression.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-122,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR9 — Hidden Figures and Spatial Inspection,embedded exact line configuration,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRHIDDEN-068,Wave 4 Hidden Figure 3: Which option contains the reference figure exactly?,[visual choice],[visual choice],[visual choice],[visual choice],B,"The correct option preserves all line segments, junctions, directions, and endpoints despite extra surrounding lines.",,Trace the exact reference rather than the overall impression.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-123,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR9 — Hidden Figures and Spatial Inspection,embedded exact line configuration,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRHIDDEN-069,Wave 4 Hidden Figure 4: Which option contains the reference figure exactly?,[visual choice],[visual choice],[visual choice],[visual choice],C,"The correct option preserves all line segments, junctions, directions, and endpoints despite extra surrounding lines.",,Trace the exact reference rather than the overall impression.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-124,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR9 — Hidden Figures and Spatial Inspection,embedded exact line configuration,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRHIDDEN-070,Wave 4 Hidden Figure 5: Which option contains the reference figure exactly?,[visual choice],[visual choice],[visual choice],[visual choice],D,"The correct option preserves all line segments, junctions, directions, and endpoints despite extra surrounding lines.",,Trace the exact reference rather than the overall impression.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-125,4,Undergraduate,Part I — Logical Reasoning,Non-Verbal Reasoning,Non-Verbal Reasoning,NVR9 — Hidden Figures and Spatial Inspection,embedded exact line configuration,NVR-VIEW,Analysis/Evaluation,Difficult,Premium,English,W4-NVRHIDDEN-071,Wave 4 Hidden Figure 6: Which option contains the reference figure exactly?,[visual choice],[visual choice],[visual choice],[visual choice],A,"The correct option preserves all line segments, junctions, directions, and endpoints despite extra surrounding lines.",,Trace the exact reference rather than the overall impression.,100,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-126,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Easy,Free,English,,Which underlined segment contains an error? The set of emergency tools **were inspected** before the field exercise.,The set,were inspected,of emergency tools,before the field exercise,B,"The subject is the singular noun 'set,' so the verb should be 'was inspected.'",,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-127,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Easy,Free,English,,Which underlined segment contains an error? Either the coordinator or the volunteers **is responsible** for checking the supplies.,Either the coordinator,or the volunteers,is responsible,for checking the supplies,C,"With either...or, the verb agrees with the nearer plural subject 'volunteers,' so 'are responsible' is needed.",,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-128,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Easy,Free,English,,"Which underlined segment contains an error? The device is capable of measuring pressure, recording temperature, **and to send alerts**.",is capable of,measuring pressure,recording temperature,and to send alerts,D,"The series should be parallel: measuring, recording, and sending.",,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-129,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Easy,Free,English,,"Which underlined segment contains an error? By the end of the week, the researchers **will have finish** the trial.",will have finish,By the end of the week,the researchers,the trial,A,The perfect future uses 'will have finished.',,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-130,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Moderate,Free,English,,Which underlined segment contains an error? The supervisor explained **the reason why because** the schedule changed.,The supervisor explained,the reason why because,the schedule changed,explained,B,The phrase is redundant; use 'the reason the schedule changed' or 'why the schedule changed.',,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-131,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Moderate,Premium,English,,"Which underlined segment contains an error? After reviewing the results, **the conclusion was revised** by the team.",After reviewing the results,by the team,the conclusion was revised,the results,C,"The introductory phrase should modify the team, not the conclusion.",,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-132,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Moderate,Premium,English,,Which underlined segment contains an error? Each of the containers **were labeled** with a unique code.,Each of the containers,with a unique code,a unique code,were labeled,D,"The subject 'Each' is singular, so 'was labeled' is correct.",,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-133,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Moderate,Premium,English,,"Which underlined segment contains an error? If the backup battery **would charge**, the system will restart.",would charge,If the backup battery,the system,will restart,A,Use the simple present in the if-clause: 'If the backup battery charges.',,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
